,Fish_ID,Beas_population_code,Population_old_code,Harvested,Head.time.moving,Head.total.time,Head.raw.speed,Head.speed.moving,Head.time.stationary,Trial,Treatment,Normalized_Time.moving,FSR,FastestFSR,Status,FastestStatus,Aquarium,Acclimation,Sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,SGR_length,MMR_mghg,SMR_mghg,MMR_scaled,SMR_scaled,AS,Harvest2,Length2,FastestFSR2
533,10mg,4,2,Large,24.43333333,865.6,1.114771196,10.31838438,841.1666667,3,Recovery,0.028227049,7,5,1,1,10,Hypoxia acclimated,M,0.16,0.19,18.5,20.5,0.3,0.16,0.18,NA,NA,NA,NA,NA,Negative,20,5
534,12fp,9,3,Small,24,865.6,1.796787512,7.717802281,841.6,3,Hypoxia,0.027726433,7,4,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,0.509,0.113,0.155,0.036,0.119,Positive,25,4
535,9fp,7,3,Large,23.93333333,865.6,2.558253349,6.245267038,841.6666667,3,Normoxia,0.027649415,22,22,1,1,9,Normoxia acclimated,F,0.19,0.82,20,29.5,2.52,0.57,0.67,0.727,0.251,0.236,0.09,0.146,Negative,30,6
536,7mp,7,3,Large,23.8,865.6,2.36099911,6.143802659,841.8,2,Recovery,0.027495379,6,6,1,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,NA,NA,NA,NA,NA,Negative,19,6
537,11fb,2,1,Random,23.33333333,865.6,1.73038018,6.613229155,842.2666667,3,Normoxia,0.026956254,NA,6,0,1,11,Normoxia acclimated,F,0.21,0.19,20,21.5,-0.17,0.17,0.12,1.276,0.429,0.349,0.108,0.241,Random,22,6
538,8fl,4,2,Large,23.3,865.6,1.158505353,8.22478543,842.3,3,Hypoxia,0.026917745,7,48,1,1,8,Hypoxia acclimated,F,0.2,0.79,20.5,31,2.37,0.74,0.71,0.539,0.227,0.181,0.088,0.093,Negative,31,7
539,5fp,9,3,Small,23.23333333,865.6,1.26088878,7.263429446,842.3666667,3,Recovery,0.026840727,4,31,1,1,5,Hypoxia acclimated,F,0.19,0.42,21,25.5,1.37,0.42,0.33,NA,NA,NA,NA,NA,Positive,26,4
540,6fl,9,3,Small,23.2,865.6,1.663716166,8.451392532,842.4,2,Recovery,0.026802218,36,33,1,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,NA,NA,NA,NA,NA,Positive,20,33
541,9fb,3,1,Large,22.83333333,865.6,1.692208612,6.591762488,842.7666667,2,Recovery,0.02637862,NA,48,0,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,NA,NA,NA,NA,NA,Negative,20,48
542,4fl,8,3,Random,22.46666667,865.6,1.975176049,6.315994398,843.1333333,1,Hypoxia,0.025955022,NA,24,0,1,4,Normoxia acclimated,F,0.19,0.35,20,25,1.05,0.39,0.38,0.493,0.188,0.152,0.06,0.092,Random,20,24
543,3fg,5,2,Random,22.2,865.6,1.747190177,6.519455856,843.4,3,Hypoxia,0.02564695,NA,NA,NA,NA,3,Hypoxia acclimated,F,0.3,0.82,23.5,30,1.73,0.93,0.42,0.381,0.213,0.132,0.088,0.044,Random,30,NA
544,4fp,8,3,Random,21.86666667,865.6,1.82875799,6.46492334,843.7333333,1,Hypoxia,0.025261861,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,0.523,0.181,0.163,0.06,0.103,Random,20,NA
545,9fp,7,3,Large,21.46666667,865.6,3.485394855,22.30443178,844.1333333,3,Hypoxia,0.024799754,NA,49,0,1,9,Normoxia acclimated,F,0.19,0.82,20,29.5,2.52,0.57,0.67,0.562,0.194,0.182,0.069,0.113,Negative,30,7
546,2mp,9,3,Small,21.2,865.6,1.50207729,8.240243781,844.4,2,Normoxia,0.024491682,25,20,1,1,2,Normoxia acclimated,M,0.12,0.13,17,18,0.14,0.13,0.1,0.969,0.291,0.255,0.068,0.187,Positive,17,20
547,7mb,3,1,Large,21.16666667,865.6,1.528912925,7.743812974,844.4333333,3,Normoxia,0.024453173,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,1.444,0.194,0.384,0.046,0.338,Negative,19,NA
548,11fb,2,1,Random,20.93333333,865.6,1.146141902,7.054578565,844.6666667,2,Recovery,0.024183611,NA,10,0,1,11,Normoxia acclimated,F,0.21,0.19,20,21.5,-0.17,0.17,0.12,NA,NA,NA,NA,NA,Random,20,10
549,7mp,7,3,Large,20.86666667,865.6,2.238886042,8.104838133,844.7333333,3,Hypoxia,0.024106593,4,4,1,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,0.613,0.274,0.168,0.069,0.099,Negative,20,4
550,10mb,3,1,Large,40.23333333,865.6,1.468102595,6.856647929,844.8666667,2,Recovery,0.046480283,NA,52,0,1,10,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.14,0.1,NA,NA,NA,NA,NA,Negative,18,52
551,10mb,3,1,Large,20.73333333,865.6,NA,NA,844.8666667,3,Recovery,0.023952557,NA,52,0,1,10,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.14,0.1,NA,NA,NA,NA,NA,Negative,18,52
552,12fg,6,2,Small,20.73333333,865.6,1.145645872,7.013749778,844.8666667,3,Hypoxia,0.023952557,45,33,1,1,12,Hypoxia acclimated,F,0.11,0.44,17.5,24.5,2.39,0.37,0.58,0.554,0.146,0.169,0.046,0.123,Positive,24,33
553,12ml,9,3,Small,20.63333333,865.6,1.905356975,7.117403724,844.9666667,2,Recovery,0.02383703,5,40,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,NA,NA,NA,NA,NA,Positive,18,5
554,12ml,9,3,Small,20.6,865.6,2.204202202,6.328490607,845,3,Hypoxia,0.023798521,5,3,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,0.741,0.072,0.195,0.017,0.178,Positive,18,3
555,3mg,5,2,Random,20.5,865.6,0.796777786,13.74816253,845.1,2,Recovery,0.023682994,28,15,1,1,3,Hypoxia acclimated,M,0.11,0.12,18,18,0.15,0.12,0,NA,NA,NA,NA,NA,Random,18,15
556,12fb,1,1,Small,20.33333333,865.6,1.246897597,7.608523867,845.2666667,3,Normoxia,0.02349045,27,27,1,1,12,Hypoxia acclimated,F,0.17,0.62,19.5,27,2.23,0.44,0.56,0.558,0.221,0.174,0.073,0.101,Positive,27,6
557,9fb,3,1,Large,20.33333333,865.6,1.256700425,6.841494018,845.2666667,2,Hypoxia,0.02349045,49,49,1,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,0.534,0.193,0.161,0.059,0.102,Negative,20,49
558,6ml,6,2,Small,20.2,865.6,1.433549711,6.954183163,845.4,3,Recovery,0.023336414,NA,NA,NA,NA,6,Normoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
559,12fp,9,3,Small,19.36666667,865.6,1.481710435,8.112855909,846.2333333,3,Normoxia,0.022373691,96,5,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,0.81,0.196,0.247,0.062,0.185,Positive,25,5
560,8fp,7,3,Large,19.33333333,865.6,2.541238783,6.175009219,846.2666667,2,Recovery,0.022335182,10,10,1,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,NA,NA,NA,NA,NA,Negative,22,10
561,3fl,5,2,Random,19.16666667,865.6,1.770026471,6.958493789,846.4333333,1,Hypoxia,0.022142637,NA,46,0,1,3,Hypoxia acclimated,F,0.22,0.69,21.5,27.5,1.97,0.72,0.42,0.482,0.244,0.161,0.093,0.068,Random,22,46
562,6fp,9,3,Small,18.93333333,865.6,1.838120689,6.566994505,846.6666667,3,Recovery,0.021873075,6,23,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,NA,NA,NA,NA,NA,Positive,24,5
563,3ml,8,3,Random,18.6,865.6,0.767268867,7.159338048,847,3,Normoxia,0.021487985,4,34,1,1,3,Hypoxia acclimated,M,0.12,0.12,17.5,18,0,0.11,0.05,1.197,0.572,0.308,0.127,0.181,Random,18,4
564,7mb,3,1,Large,18.2,865.6,1.748655741,9.343944956,847.4,2,Normoxia,0.021025878,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,1.444,0.194,0.384,0.046,0.338,Negative,18,NA
565,6fl,9,3,Small,18.06666667,865.6,1.822087063,7.055813106,847.5333333,3,Normoxia,0.020871842,32,19,1,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,0.736,0.294,0.237,0.104,0.133,Positive,28,6
566,6fg,6,2,Small,18.03333333,865.6,1.130417976,8.911161591,847.5666667,1,Hypoxia,0.020833333,24,24,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,0.596,0.216,0.182,0.068,0.114,Positive,17,6
567,11fg,5,2,Random,18,865.6,2.061895575,6.934682279,847.6,2,Normoxia,0.020794824,5,49,1,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,0.714,0.322,0.241,0.125,0.116,Random,23,5
568,6mp,9,3,Small,17.93333333,865.6,2.011387632,6.605883685,847.6666667,3,Normoxia,0.020717807,7,5,1,1,6,Normoxia acclimated,M,0.09,0.09,15.5,16,0,0.09,0.05,0.732,0.206,0.183,0.043,0.14,Positive,16,5
569,3fg,5,2,Random,17.86666667,865.6,0.990672065,8.066694012,847.7333333,1,Hypoxia,0.020640789,NA,NA,NA,NA,3,Hypoxia acclimated,F,0.3,0.82,23.5,30,1.73,0.93,0.42,0.381,0.213,0.132,0.088,0.044,Random,24,NA
570,3fl,5,2,Random,17.8,865.6,1.289510049,6.839580481,847.8,2,Hypoxia,0.020563771,NA,46,0,1,3,Hypoxia acclimated,F,0.22,0.69,21.5,27.5,1.97,0.72,0.42,0.482,0.244,0.161,0.093,0.068,Random,22,46
571,8mp,7,3,Large,17.8,865.6,1.443782643,9.761407234,847.8,2,Normoxia,0.020563771,NA,7,0,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,1.013,0.289,0.301,0.087,0.214,Negative,22,7
572,9mp,7,3,Large,17.73333333,865.6,1.088197109,10.47490949,847.8666667,2,Normoxia,0.020486753,98,45,1,1,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,1.093,0.453,0.297,0.112,0.185,Negative,18,45
573,1fg,2,1,Random,17.33333333,865.6,1.370356546,6.238184319,848.2666667,1,Hypoxia,0.020024646,NA,NA,NA,NA,1,Hypoxia acclimated,F,0.23,0.45,20.5,25.5,1.16,0.41,0.38,0.628,0.172,0.194,0.056,0.138,Random,20,NA
574,6fg,6,2,Small,17.3,865.6,1.587828649,7.253310482,848.3,2,Normoxia,0.019986137,52,24,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,0.831,0.324,0.253,0.102,0.151,Positive,17,24
575,1ml,5,2,Random,17.23333333,865.6,1.817082023,7.183319391,848.3666667,3,Recovery,0.019909119,NA,NA,NA,NA,1,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.12,0.1,NA,NA,NA,NA,NA,Random,18,NA
576,11mb,2,1,Random,17.13333333,865.6,1.81319192,8.741880461,848.4666667,2,Normoxia,0.019793592,NA,6,0,1,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,1.727,0.686,0.425,0.139,0.286,Random,16,6
577,6fg,6,2,Small,16.43333333,865.6,1.148099045,7.422841986,849.1666667,3,Normoxia,0.018984904,26,24,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,0.831,0.324,0.253,0.102,0.151,Positive,26,24
578,5mp,9,3,Small,16.4,865.6,0.771738389,11.76217152,849.2,3,Recovery,0.018946396,NA,NA,NA,NA,5,Hypoxia acclimated,M,0.11,0.12,17.5,18,0.15,0.12,0.05,NA,NA,NA,NA,NA,Positive,18,NA
579,8fp,7,3,Large,16.16666667,865.6,1.900527331,10.97462541,849.4333333,3,Normoxia,0.018676833,45,27,1,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,0.821,0.24,0.26,0.082,0.178,Negative,26,27
580,12mp,9,3,Small,16.03333333,865.6,1.473243699,8.042619194,849.5666667,3,Normoxia,0.018522797,35,120,1,1,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,0.857,0.254,0.214,0.053,0.161,Positive,16,35
581,9mp,7,3,Large,15.93333333,865.6,1.098836954,7.910919296,849.6666667,2,Hypoxia,0.01840727,6,6,1,1,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,0.676,0.223,0.183,0.055,0.128,Negative,18,6
582,6fb,1,1,Small,15.86666667,865.6,1.276166511,7.413677542,849.7333333,3,Recovery,0.018330253,5,5,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,NA,NA,NA,NA,NA,Positive,24,5
583,7fb,3,1,Large,15.86666667,865.6,0.484732857,9.100203852,849.7333333,2,Normoxia,0.018330253,6,6,1,1,7,Normoxia acclimated,F,0.2,0.25,20,21.5,0.38,0.21,0.12,1.241,0.341,0.35,0.091,0.259,Negative,20,6
584,10fl,4,2,Large,15.83333333,865.6,0.526736895,15.35210604,849.7666667,1,Recovery,0.018291744,NA,48,0,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,NA,NA,NA,NA,NA,Negative,22,48
585,12ml,9,3,Small,15.76666667,865.6,1.753218995,7.35089603,849.8333333,3,Normoxia,0.018214726,5,110,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,1.118,0.309,0.295,0.072,0.223,Positive,18,5
586,10fl,4,2,Large,15.7,865.6,1.503010288,6.346813472,849.9,1,Hypoxia,0.018137708,NA,7,0,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,0.52,0.214,0.168,0.076,0.092,Negative,22,7
587,10ml,4,2,Large,15.5,865.6,1.928711336,6.832237419,850.1,1,Hypoxia,0.017906654,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,0.448,0.01,0.118,0.002,0.116,Negative,18,NA
588,7fp,7,3,Large,15.3,865.6,1.182831303,6.54782428,850.3,1,Hypoxia,0.017675601,27,27,1,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,0.488,0.247,0.161,0.092,0.069,Negative,22,27
589,5fl,6,2,Small,15.1,865.6,1.423756245,6.775371643,850.5,2,Normoxia,0.017444547,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,1.412,0.253,0.429,0.079,0.35,Positive,20,NA
590,1fb,2,1,Random,15,865.6,0.737956758,8.167086889,850.6,1,Hypoxia,0.01732902,10,10,1,1,1,Hypoxia acclimated,F,0.16,0.3,19,22,1.08,0.28,0.25,0.619,0.219,0.182,0.064,0.118,Random,19,5
591,2mg,1,1,Small,14.76666667,865.6,2.028460396,6.899019724,850.8333333,3,Normoxia,0.017059458,4,3,1,1,2,Normoxia acclimated,M,0.06,0.07,15.5,15.5,0.27,0.07,0,1.384,0.292,0.334,0.057,0.277,Positive,16,3
592,10fg,3,1,Large,14.7,865.6,2.13128855,7.4027316,850.9,3,Recovery,0.01698244,NA,41,0,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,NA,NA,NA,NA,NA,Negative,27,6
593,2mp,9,3,Small,14.46666667,865.6,1.66721862,6.554311657,851.1333333,3,Hypoxia,0.016712877,17,17,1,1,2,Normoxia acclimated,M,0.12,0.13,17,18,0.14,0.13,0.1,0.545,0.027,0.144,0.006,0.138,Positive,18,4
594,7fl,7,3,Large,14.26666667,865.6,1.091303043,7.521677183,851.3333333,1,Hypoxia,0.016481824,NA,NA,0,0,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,0.666,0.116,0.209,0.039,0.17,Negative,20,NA
595,6ml,6,2,Small,14.23333333,865.6,1.255622143,7.488528382,851.3666667,1,Recovery,0.016443315,NA,NA,NA,NA,6,Normoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
596,9mp,7,3,Large,14.2,865.6,1.742743346,7.639084048,851.4,3,Normoxia,0.016404806,45,45,1,1,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,1.093,0.453,0.297,0.112,0.185,Negative,19,45
597,7mg,3,1,Large,80.66666667,932.3,2.210905604,9.24273946,851.6333333,3,Recovery,0.086524366,51,51,1,1,7,Normoxia acclimated,M,0.14,0.15,18,19.5,0.12,0.14,0.14,NA,NA,NA,NA,NA,Negative,20,6
598,1mg,5,2,Random,13.7,865.6,0.637037091,19.05831871,851.9,2,Normoxia,0.015827172,30,30,1,1,1,Hypoxia acclimated,M,0.14,0.17,18.5,19,0.33,0.15,0.05,0.724,0.478,0.195,0.116,0.079,Random,18,6
599,2mp,9,3,Small,13.43333333,865.6,1.926405418,7.864750371,852.1666667,3,Normoxia,0.0155191,20,20,1,1,2,Normoxia acclimated,M,0.12,0.13,17,18,0.14,0.13,0.1,0.969,0.291,0.255,0.068,0.187,Positive,18,20
600,7fg,4,2,Large,13.43333333,865.6,5.462480997,86.96294595,852.1666667,3,Hypoxia,0.0155191,NA,NA,NA,NA,7,Normoxia acclimated,F,0.22,1.11,22.5,32,2.79,0.81,0.61,0.272,0.229,0.093,0.091,0.002,Negative,32,NA
601,5fl,6,2,Small,13.23333333,865.6,2.109282993,6.649940178,852.3666667,3,Recovery,0.015288047,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,NA,NA,NA,NA,NA,Positive,24,NA
602,9mb,3,1,Large,13.23333333,865.6,1.786006693,6.363054835,852.3666667,3,Normoxia,0.015288047,45,41,1,1,9,Normoxia acclimated,M,0.11,0.12,17,18,0.15,0.12,0.1,1.153,0.201,0.3,0.046,0.254,Negative,18,41
603,3fg,5,2,Random,13,865.6,0.370590926,7.625801245,852.6,2,Normoxia,0.015018484,NA,NA,NA,NA,3,Hypoxia acclimated,F,0.3,0.82,23.5,30,1.73,0.93,0.42,0.657,0.254,0.228,0.105,0.123,Random,24,NA
604,1mb,2,1,Random,12.93333333,865.6,1.23456369,9.606659303,852.6666667,2,Hypoxia,0.014941466,NA,78,0,1,1,Hypoxia acclimated,M,0.1,0.12,16,18,0.31,0.11,0.2,1.234,0.268,0.318,0.059,0.259,Random,16,78
605,7mb,3,1,Large,12.8,865.6,1.545713791,7.511040479,852.8,2,Hypoxia,0.014787431,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,0.613,0.098,0.163,0.023,0.14,Negative,18,NA
606,6mp,9,3,Small,12.66666667,865.6,1.659502859,6.856596894,852.9333333,3,Hypoxia,0.014633395,4,32,1,1,6,Normoxia acclimated,M,0.09,0.09,15.5,16,0,0.09,0.05,0.253,0.15,0.063,0.031,0.032,Positive,16,4
607,10fl,4,2,Large,12.33333333,865.6,1.062129612,15.25424981,853.2666667,2,Hypoxia,0.014248306,7,7,1,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,0.52,0.214,0.168,0.076,0.092,Negative,22,7
608,12ml,9,3,Small,12.26666667,865.6,1.191743852,7.344612229,853.3333333,1,Recovery,0.014171288,40,40,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,NA,NA,NA,NA,NA,Positive,18,5
609,4fp,8,3,Random,12.06666667,865.6,1.062078411,8.560391034,853.5333333,3,Hypoxia,0.013940234,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,0.523,0.181,0.163,0.06,0.103,Random,27,NA
610,3mb,2,1,Random,11.86666667,865.6,1.659409593,7.118186252,853.7333333,3,Normoxia,0.013709181,NA,NA,NA,NA,3,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
611,5fg,1,1,Small,11.86666667,865.6,0.729917014,9.923223784,853.7333333,3,Normoxia,0.013709181,NA,6,0,1,5,Hypoxia acclimated,F,0.13,0.43,18,25.5,2.06,0.4,0.6,0.706,0.316,0.218,0.102,0.116,Positive,26,6
612,6mb,1,1,Small,11.86666667,865.6,1.773563246,7.118927592,853.7333333,3,Hypoxia,0.013709181,NA,NA,NA,NA,6,Normoxia acclimated,M,0.07,0.09,14.5,16,0.43,0.08,0.17,0.968,0.155,0.238,0.031,0.207,Positive,16,NA
613,6fl,9,3,Small,11.8,865.6,1.123941561,10.24994208,853.8,3,Recovery,0.013632163,NA,33,0,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,NA,NA,NA,NA,NA,Positive,28,33
614,9fb,3,1,Large,11.73333333,865.6,0.87311729,6.699611759,853.8666667,3,Hypoxia,0.013555145,NA,49,0,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,0.534,0.193,0.161,0.059,0.102,Negative,26,49
615,6fb,1,1,Small,11.56666667,865.6,0.613760166,8.317479082,854.0333333,1,Hypoxia,0.0133626,19,19,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,0.439,0.014,0.135,0.005,0.13,Positive,16,6
616,11mb,2,1,Random,11.43333333,865.6,1.912810984,7.62176564,854.1666667,3,Hypoxia,0.013208564,NA,114,0,1,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,1.095,0.274,0.27,0.055,0.215,Random,16,7
617,9mp,7,3,Large,11.23333333,865.6,1.612096686,9.288451199,854.3666667,3,Recovery,0.012977511,NA,NA,0,0,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,NA,NA,NA,NA,NA,Negative,19,NA
618,1fl,5,2,Random,11,865.6,1.033361478,6.831324547,854.6,3,Normoxia,0.012707948,NA,49,0,1,1,Hypoxia acclimated,F,0.24,0.57,22.5,28.5,1.49,0.52,0.41,0.769,0.149,0.246,0.052,0.194,Random,28,49
619,2mp,9,3,Small,10.76666667,865.6,1.303824387,7.633490103,854.8333333,2,Recovery,0.012438386,NA,NA,0,0,2,Normoxia acclimated,M,0.12,0.13,17,18,0.14,0.13,0.1,NA,NA,NA,NA,NA,Positive,17,NA
620,7mp,7,3,Large,10.66666667,865.6,1.948549905,6.92929336,854.9333333,2,Hypoxia,0.012322859,5,4,1,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,0.613,0.274,0.168,0.069,0.099,Negative,19,4
621,12fp,9,3,Small,10.53333333,865.6,0.557474305,12.01876419,855.0666667,1,Recovery,0.012168823,27,27,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,NA,NA,NA,NA,NA,Positive,20,4
622,1mg,5,2,Random,10.53333333,865.6,0.865338565,9.283377726,855.0666667,1,Recovery,0.012168823,102,102,1,1,1,Hypoxia acclimated,M,0.14,0.17,18.5,19,0.33,0.15,0.05,NA,NA,NA,NA,NA,Random,18,27
623,5fp,9,3,Small,10.53333333,865.6,0.963375426,9.851388335,855.0666667,1,Hypoxia,0.012168823,6,17,1,1,5,Hypoxia acclimated,F,0.19,0.42,21,25.5,1.37,0.42,0.33,0.55,0.207,0.171,0.068,0.103,Positive,21,6
624,9fb,3,1,Large,10.46666667,865.6,1.891659946,6.573614077,855.1333333,3,Normoxia,0.012091805,123,123,1,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,0.61,0.299,0.184,0.092,0.092,Negative,26,6
625,9mp,7,3,Large,10.3,865.6,1.121885398,6.243929738,855.3,3,Hypoxia,0.011899261,NA,6,0,1,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,0.676,0.223,0.183,0.055,0.128,Negative,19,6
626,2fg,6,2,Small,9.966666667,865.6,0.812289591,6.616614706,855.6333333,1,Hypoxia,0.011514171,NA,24,0,1,2,Normoxia acclimated,F,0.12,0.34,18.5,23,1.8,0.25,0.38,0.379,0.195,0.109,0.055,0.054,Positive,18,24
627,7fl,7,3,Large,9.933333333,865.6,0.715569783,8.997679513,855.6666667,3,Hypoxia,0.011475662,NA,NA,0,0,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,0.666,0.116,0.209,0.039,0.17,Negative,27,NA
628,3fp,8,3,Random,9.633333333,865.6,0.642238967,6.530411121,855.9666667,2,Hypoxia,0.011129082,NA,NA,0,0,3,Hypoxia acclimated,F,0.18,0.25,20.5,23,0.57,0.29,0.2,0.54,0.175,0.159,0.051,0.108,Random,20,NA
629,3mb,2,1,Random,9.433333333,865.6,1.110192532,10.28088851,856.1666667,2,Normoxia,0.010898028,NA,NA,NA,NA,3,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
630,9fb,3,1,Large,9.433333333,865.6,1.673230265,7.441449669,856.1666667,3,Recovery,0.010898028,48,48,1,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,NA,NA,NA,NA,NA,Negative,26,48
631,1fl,5,2,Random,9.166666667,865.6,1.514194456,9.552548817,856.4333333,3,Recovery,0.010589957,NA,NA,0,0,1,Hypoxia acclimated,F,0.24,0.57,22.5,28.5,1.49,0.52,0.41,NA,NA,NA,NA,NA,Random,28,NA
632,11fb,2,1,Random,8.633333333,865.6,2.019798531,6.117564905,856.9666667,3,Hypoxia,0.009973814,NA,NA,0,0,11,Normoxia acclimated,F,0.21,0.19,20,21.5,-0.17,0.17,0.12,0.579,0.205,0.158,0.052,0.106,Random,22,NA
633,2fp,9,3,Small,8.366666667,865.6,0.841859538,5.851936997,857.2333333,3,Normoxia,0.009665742,NA,NA,NA,NA,2,Normoxia acclimated,F,0.3,0.58,23.5,28.5,1.14,0.43,0.33,0.92,0.215,0.287,0.071,0.216,Positive,28,NA
634,10ml,4,2,Large,8.1,865.6,1.754269784,6.305584318,857.5,2,Recovery,0.009357671,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,NA,NA,NA,NA,NA,Negative,18,NA
635,6fl,9,3,Small,7.9,865.6,0.677655723,8.923985364,857.7,1,Hypoxia,0.009126617,26,26,1,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,0.559,0.215,0.18,0.076,0.104,Positive,20,8
636,2mg,1,1,Small,7.6,865.6,0.835140623,8.716095828,858,3,Hypoxia,0.008780037,5,5,1,1,2,Normoxia acclimated,M,0.06,0.07,15.5,15.5,0.27,0.07,0,0.271,0.295,0.065,0.057,0.008,Positive,16,5
637,4mb,8,1,Random,7.366666667,865.6,1.194196011,6.653128875,858.2333333,3,Recovery,0.008510474,5,34,1,1,4,Normoxia acclimated,M,0.09,0.01,16,17,-3.79,0.1,0.1,NA,NA,NA,NA,NA,Random,17,5
638,6fp,9,3,Small,7.3,865.6,1.216391455,6.538868674,858.3,3,Hypoxia,0.008433457,35,35,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,0.608,0.171,0.178,0.05,0.128,Positive,24,5
